id,place_id,business_name,category,state,city,district,industrial_zone,pin_code,address,phone,whatsapp_link,email,website,decision_maker,google_rating,reviews_count,google_maps_url,growth_gap,recommended_package,tailored_pitch_hook,has_website,call_status,follow_up_date,sales_remarks,is_live_google,created_at,updated_at
51,ChIJwQbhCvy73TsRXfA4CLxnGaY,UNIMAX INDUSTRIES,MSME / Manufacturing,Maharashtra,Sinnar,,Sinnar Zone,422113,"Plot No B-155 Malegaon MIDC Sinnar Nashik Maharashtra 422 113 Malegaon MIDC Sinnar Nashik Sinnar, MIDC Area, Malegaon, Maharashtra 422113, India",+91 77700 02137,https://wa.me/917770002137,,,Owner / Managing Director,4.9 ★ (31 reviews),31,https://maps.google.com/?cid=11968711542003265629&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,No OEM-grade digital product catalogue / ISO portfolio for export & MNC client verification.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Sinnar, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Sinnar.",0,New / Fresh,,,1,2026-09-13 13:19:38,2026-09-13 13:19:38
50,ChIJMXz8IeHt3TsRL8Ps6AARdRw,MAHESH ENGINEERING INDUSTRIES,MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"WPXJ+X6Q, MIDC Ambad, Nashik, Maharashtra 422010, India",,,,,Owner / Managing Director,4 ★ (1 reviews),1,https://maps.google.com/?cid=2050563900942631727&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,No OEM-grade digital product catalogue / ISO portfolio for export & MNC client verification.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",0,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
49,ChIJ7d4bJXqT3TsRUmlsTPvOxDg,AJAY ENGINEERING,MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"Ambad, MIDC Ambad, Vilholi, Maharashtra 422010, India",+91 93732 40614,https://wa.me/919373240614,,https://ajayengineering.co/,Owner / Managing Director,5 ★ (2 reviews),2,https://maps.google.com/?cid=4090621940273539410&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing automated CRM RFQ pipeline & WhatsApp quotation generation for tier-1 vendor approvals.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",1,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
48,ChIJ3xeIdlzs3TsReHUZVgB37cY,Gandharva Engineers PVT.LTD,MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"Gandharva Engineers Pvt.Ltd, G-32, MIDC Ambad, Nashik, Maharashtra 422010, India",+91 98907 00642,https://wa.me/919890700642,,http://gandharvaengineers.com/,Owner / Managing Director,4.7 ★ (9 reviews),9,https://maps.google.com/?cid=14334244032318371192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing automated CRM RFQ pipeline & WhatsApp quotation generation for tier-1 vendor approvals.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",1,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
47,ChIJM_UN0-7t3TsR9hQ8sn_17Ts,Harshal Engineers | Best precision CNC machined components manufacturer in Nashik,MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"B-19/23, near Hotel Gateway, MIDC Ambad, Nashik, Maharashtra 422010, India",+91 98909 33158,https://wa.me/919890933158,,,Owner / Managing Director,3.5 ★ (8 reviews),8,https://maps.google.com/?cid=4318377546518107382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,No OEM-grade digital product catalogue / ISO portfolio for export & MNC client verification.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",0,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
46,ChIJwxdzAqzs3TsRz35T0m3T0rc,Panchal Engineers India Pvt Limited,MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"D-66, MIDC Industrial Area, Ambad, Opp Central Warehouse, XP4V+M94, D70, MIDC Ambad, Nashik, Maharashtra 422010, India",,,,http://www.panchalprecision.com/,Owner / Managing Director,4.1 ★ (15 reviews),15,https://maps.google.com/?cid=13245881922683633359&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing automated CRM RFQ pipeline & WhatsApp quotation generation for tier-1 vendor approvals.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",1,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
45,ChIJsaqrga3s3TsR-fsHC8tOInI,A S ENGINEERING,MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"Plot no.W-219, MIDC Ambad, Nashik, Maharashtra 422010, India",+91 93739 04877,https://wa.me/919373904877,,https://aegroup.in/,Owner / Managing Director,3.5 ★ (6 reviews),6,https://maps.google.com/?cid=8224222503502347257&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing automated CRM RFQ pipeline & WhatsApp quotation generation for tier-1 vendor approvals.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",1,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
44,ChIJZYMk70qT3TsRq5lQXMIV110,Mungi Engineers Pvt. Ltd.,MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"E-67/68, Ambad MIDC, MIDC Ambad, Nashik, Maharashtra 422010, India",+91 25366 40423,https://wa.me/912536640423,,http://www.mungigroup.com/,Owner / Managing Director,3.9 ★ (293 reviews),293,https://maps.google.com/?cid=6761897290036713899&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing automated CRM RFQ pipeline & WhatsApp quotation generation for tier-1 vendor approvals.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",1,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
43,ChIJ____v6_s3TsRDWjtqcHD3Mc,Swami Samarth Industries,MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"Plot No.: M-110,, M.I.D.C. Ambad,, Near Ambad Village Bus Stop,, Panchwati, MIDC Ambad, Nashik, Maharashtra 422010, India",+91 25323 81990,https://wa.me/912532381990,,http://www.swamisamarthindustries.com/,Owner / Managing Director,4.5 ★ (4 reviews),4,https://maps.google.com/?cid=14401600944971016205&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing automated CRM RFQ pipeline & WhatsApp quotation generation for tier-1 vendor approvals.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",1,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
42,ChIJS-fyOgHr3TsRRMIuQqW-sh0,Precise Engineering Company,MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"Plot no 2 A35, 1/A, MIDC Ambad, Nashik, Maharashtra 422010, India",+91 25329 47449,https://wa.me/912532947449,,http://www.precisediecast.com/,Owner / Managing Director,4.4 ★ (32 reviews),32,https://maps.google.com/?cid=2139982389943648836&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing automated CRM RFQ pipeline & WhatsApp quotation generation for tier-1 vendor approvals.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",1,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
41,ChIJP3Y7xEqT3TsRiedbe62gKyo,CTR Manufacturing Industries Ltd,MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"E, 79, MIDC Ambad, Nashik, Maharashtra 422010, India",+91 25323 80451,https://wa.me/912532380451,,http://www.ctr.in/,Owner / Managing Director,4.5 ★ (28 reviews),28,https://maps.google.com/?cid=3038699040550938505&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing automated CRM RFQ pipeline & WhatsApp quotation generation for tier-1 vendor approvals.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",1,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
40,ChIJAQAAAFCT3TsRws-Vk3mitCE,KALPATECH ENGINEERS & INDUSTRIES LTD.,MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"Plot No-M-33, MIDC Industrial Area, Ambad, MIDC Ambad, Nashik, Maharashtra 422010, India",+91 83800 39814,https://wa.me/918380039814,,https://keilind.com/,Owner / Managing Director,4.2 ★ (6 reviews),6,https://maps.google.com/?cid=2428744742110351298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing automated CRM RFQ pipeline & WhatsApp quotation generation for tier-1 vendor approvals.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",1,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
39,ChIJ4XPx7ruT3TsRr8IF0RR1GmA,MAULI INDUSTRIES,MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"Plot No. B1/2/12, near GABRIAL INDIA, MIDC, MIDC Ambad, Nashik, AMBAD, Maharashtra 422010, India",+91 96040 91397,https://wa.me/919604091397,,http://www.mauliind.com/,Owner / Managing Director,4.8 ★ (6 reviews),6,https://maps.google.com/?cid=6924976109302170287&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing automated CRM RFQ pipeline & WhatsApp quotation generation for tier-1 vendor approvals.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",1,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
